text,booster_count
Why was Data assigned?,0
The Son'a discovered an M-class planet with humanoid life six months ago. Turned out it's in us to get approval for a sociological study. The Federation Council suggested it be a joint mission...,0
"We're fine, sir. It will take some... time to explain.",0
Admiral... what's the status of the Borg fleet?,0
"Mister Data, set a pursuit course. Maximum warp.",0
Absolutely.,1
"I'd call them excuses. And the first excuse on both our lists was our ""sense of duty."" We convinced ourselves that it was more important than anything else. And you know what? It's not.",1
"Beverly, there were many reasons why you and I...",0
You want some advice? Don't do this again.  You know exactly what I mean.,0
Regardless of how I may feel about Ruby... our fates lie along different paths. Nothing can change that.,0
That might not be so bad... at least for you.,0
If they're not... we'd better get used to living in Montana.,0
You think they're still up there?,0
Not yet.,0
"He was so confused by what I was doing, I don't think he even noticed.  Any word from the Enterprise?",0
How did Doctor Almack react to that?,0
But I had a little help. Surgical transporter. I used it to beam out most of the bone fragments from his brain.,0
It was an experience. Metal scalpels... needle and thread...,0
You actually performed surgery...?,0
I'll be fine.  He's a different story.,0
I have to go back to the silo. Will you be all right?,0
That'll be interesting.,0
"Yes. But until then, you'll have to make do with what you've got.",0
He's stable... for now.  But it would be better if we could contact... our friends.,0
Let's hope so. Because if Cochrane dies... the future may die with him.,0
There must be some good people... even in this time.,1
I'm saying they might shoot us on sight. You have to remember... these people have watched their entire way of life collapse around them.,0
Are you saying they won't help us?,0
It may not be that simple. This is an extremely difficult and paranoid time in human history.,2
What are we waiting for? Let's go.,0
"As I recall, the town of Resurrection is about two kilometers East of here. They might have a hospital...",1
"Jean-Luc, this man needs medical attention, now.",0
It's not the radiation... and there's nothing wrong with the combadges... the Enterprise just isn't responding.,0
I've stabilized him for now... but he's in a coma and he's going to need radiometric therapy. I want to take him to the ship.,0
It's Cochrane.,0
"Well, why didn't you just say so in the first place?",0
I'm afraid so. If the Borg succeed in preventing First Contact with the Vulcans... Earth will remain in the Second Dark Age... an easy target when the Borg arrive in the 24th century.,0
"But he's been dead for three hundred...  Oh God... we've gone back in time again, haven't we?",0
Yes...,0
Cochrane... the inventor of warp drive?,0
We're here to find Zephram Cochrane. He may be injured or dead.,0
Go where? Hello? Is anyone going to tell me what we're doing here?,1
"Montana? Well, that answers everything. Why the hell are we --",0
Montana.  Energize.,0
The occipital fracture is widening... we're going to have to fuse the bones...,1
His automatic reflexes are fluctuating. We've got to get him on a respirator.,0
Um... yeah.  Now he's going to need a respirator. Do you have one?,0
At least four hours.,0
Do it.,0
I believe so.,0
Can you configure it?,0
The problem must lie in the interface between Starfleet and Borg technology. Your console may not be configured to handle the data flow.,1
Your diagnostics are in error. I need weapons.,0
No.,0
Vulcan?,0
There is a perimeter alert. A ship has entered sensor range.,1
And I need to control this ship. Let me into your mind.,0
"No... no, it's so... empty... please... give it back... I need it...",0
... is to yourself. Don't make me hurt you again...,1
Yes... but the Enterprise... my duty...,0
Isn't it better like this...?,0
"No... no, please... you cannot...",0
"I've deactivated the sensory inputs. That flesh on your body is just meat, now.",1
Then take the final step... give me the Enterprise... and we can be together... always.,1
Yes...,0
A universe of sensation is waiting for you... don't you want to explore it... with me?,1
I am... grateful for what you have given me. But I still do not wish to be assimilated.,0
I'm your creator now.,0
My creator did not intend for me to experience these things.,0
Have you ever know a woman? Do you know what it's like to feel her breath on your face... her skin against yours... flesh against flesh?,0
More lies.,0
I wish to... go back to the way I was.,0
"You're becoming more human all the time, Data. Now you're learning how to lie.",0
I... do not want this...,0
Have they given you what I have given you? Did they even try?,0
That is not true. They have tried to help me.,1
They're not your friends... they've held you back... kept you from your destiny...,0
No. I will not betray my friends.,0
What a cold description... for such a beautiful gift.,0
It would appear that you are attempting to graft organic skin onto my endo-skeletal structure.,0
"Do you know what this is, Data?",1
That's because you haven't been properly... stimulated yet.,0
I do not know what you are referring to.,0
You've taken your first step toward perfection. How does it feel?,0
It is impossible to imagine sensations for which I have no frame of reference.,1
Have you ever wondered what it's like to have flesh?,0
Intelligence... ambition... desire... I bring order to chaos...,0
You are the guiding intelligence behind the Borg...?,0
"Today is March second, 2063. The time in Montana is oh-eight-forty- five.",2
"Mister Data, I want to know the exact date and time.  Give me a damage report on that missile silo.",0
According to our astrometric readings... the year is 2063.,1
What year is it?,1
Contact Starfleet Command.,0
"The vortex is collapsing, sir.",1
Where's the Sphere?,0
I have helm control.,0
What?,0
It has entered Earth orbit.  Correction -- it is not in orbit. It is heading directly toward the surface.,2
Go to impulse. Where's the Borg ship?,0
"We are approaching the Terran System, Captain.",0
Ready quantum torpedo.,0
"The Borg ship has modified its shields, Captain. Our phasers will no longer be effective.",0
"Bring us about. Target Borg ship alpha four, port side battery.",0
Dispersive armor is holding.,1
I am the beginning... the end. I am the one who is many. I am the Borg.,1
That is a contradiction. The Borg act as a collective consciousness. There are no individuals.,1
I am the Borg.,0
Who are you?,0
You are an imperfect being... created by an imperfect being. Finding your weakness is only a matter of time.,2
"I am unlike any lifeform you have encountered before. As an android, I am in complete control of my neural net. The information contained there cannot be forcibly removed.",0
But now... they are all one with the Borg.,0
"No. Human beings do not have that luxury, and neither should I.",0
"I am still having difficulty integrating certain emotions into my programming. Grief, loss, remorse...",0
Not very well. We met shortly after the Enterprise-E was commissioned. I found her to be a most... promising officer.,1
The planet's surface is covered with Borg technology.  So is the moon... and three other planets in this solar system.,2
Oh... just a little tinkering. How is he?,1
Where?,0
Where's the battery room for the hospital?,0
Juice?,0
Doctor Crusher has been... studying some advanced medical theories.,0
We're crossing the threshold!,0
They're getting awfully close... what the hell are they doing?,0
"Well, I feel a whole lot better with them out there. We may need some help.",0
Their com system must still be down.,1
Picard to Enterprise.  Picard to Enterprise -- do you read me?,0
"Captain, the Enterprise!",0
One minute to warp threshold...,0
There's no temporal shielding in here! We're starting to pick up relativistic effects!,0
"Speed -- two hundred, seventy-five thousand kilometers per second.",0
The inertial dampers are having trouble compensating... I don't think Cochrane built this thing for comfort.,0
I'm on it...,0
Passing one-half light speed. The starboard nacelle's running a little hot...,0
<U>Engage.</U>,0
The nacelles are charged... nuclear warhead standing by. We're ready to ignite the warp drive.,0
Bring the warp core on-line. I'll lay in a heading.,0
The Vulcans should be out there right now. We need to break the warp barrier in the next five minutes if we're going to get their attention.,0
As they used to say... all systems are go.,0
Ready to deploy the warp nacelles.,0
Ignore it. We'll be fine.  Prepare for first stage shut-down and separation on my mark...,0
There's a red light on the second intake valve.,0
Entering the upper ionospere...,0
Altitude fifty kilometers...,0
Solid rocket fuel at twenty-five thousand kilograms...,0
Get a tricorder. You're going to have to track my exact position in that room...,0
What's still there?,0
Then we'll just have to assume it's still there...,0
No... the door's too thick.,0
It'll have to wait. Come on.,0
Captain... we've got less than ten minutes before that Vulcan ship leaves the system. We've got to go <U>now</U>.,0
This is Picard. I've suspended the launch sequence.,1
Captain --,0
She's a very... determined woman.  Phoenix to control. Mister Lange... let her in.,1
Tell her to go back to Resurrection.,0
We can't leave her out there. When the ship launches... she'll be killed.,0
Phoenix to control.  Initiating five minute countdown... mark.,0
Always am.,1
Ready to make a little history?,0
They used copper pipes in their plumbing... so I melted it down... and fused it with some tritanium from one of our phaser casings.  It's not the strongest alloy... but it's better than all this crude aluminum and steel.,0
Where's you get the alloy for the throttle itself?,0
If there are other photographs... I think I may know how to find them.,0
"Maybe...  Sure. Yeah. As long as I could get a clear look at the intake configuration. But so far, we haven't found any other photos.",0
"We're tearing this place apart looking for them... but the computers are down, and the fires destroyed half the files...so far, nothing.",0
We need to launch this ship in under eighteen hours...  There must be some design schematics... blueprints...,1
Yeah... if I knew what it looked like. There's probably five hundred ways to design a valve like this...,0
Can you reconstruct the throttle valve?,0
"This used to be the throttle valve assembly.  It controls the thrust of the engines. It's been completely vaporized... and without it, there's no way to launch the ship.",1
"It could be the radiation, Captain. Try from the surface.",0
"Picard to Enterprise.  Enterprise, please respond.",0
There should be some kind of manual release...,0
Blast door. It's designed to protect the control room when the missile is launched.,1
I have the password right here.,0
Alphanumeric lock. We need a password to get in...,0
There should be an access hatch nearby...,0
I'm picking up faint life signs twenty meters below.,0
Probably from the nuclear warhead. Cochrane was planning to use it to ignite the warp drive.,0
I'm having trouble scanning underground. There's a lot of radiation leaking from something.,0
How serious is the damage?,1
This must be it.,1
Let's go.,0
"I have the silo, sir. Bearing three one zero... distance, three hundred meters.",0
Understood. Keep me informed.,0
"Captain, I'm starting to worry about the hull integrity. We've been running the support field at full power for three hours straight. I don't know how much longer it's going to hold up.",0
I'm afraid you've caught me. I am a space-man.,0
"From another planet.  Oh, I almost forgot... they have green blood and pointed ears.",0
There is no invasion...,1
Invasion.,0
What do you want?,0
Something wrong with that?,0
I think he was running a test on an old rocket engine... and one of the fuel cells burst.,0
Yes.,0
I'm an old friend of Cochrane's... I wanted to see how he was doing.,0
It wasn't a trick. I used to be an electrical engineer.,0
There's a few of us left.,0
California. San Francisco.,0
Oh... here and there. You know how it is.,1
Yes.,0
Jean-Luc Picard.,0
Oh...  yes... ultraviolet protection. Thank you. Mister...?,0
You've been interfering with my life ever since I met you.  Don't stop now.,0
"This may be hard for you to understand... but I'm duty-bound not to interfere with you, or anyone else here... any more than is absolutely necessary.",2
Why?,0
That's impossible.,0
I don't care if you're from France or Venus... just take me with you.,0
No... I'm from France.,0
"It's the future, isn't it? Just like you told Scrimm.  I knew you weren't from around here.",0
No. It's a lot further than that.,0
Where? And don't tell me San Francisco...,0
I have to...,0
"You're leaving, aren't you?",0
I am not a thief...,0
"And all I'm asking for is the truth. That would take five minutes.  For all I know, you caused the explosions at the silo... and now you're trying to steal Zephram's ship.",1
Why are you being so difficult? All I'm asking for is to look at one of the photographs. It'll take five minutes.,1
Or...?,0
We have to launch his ship by tomorrow afternoon.,0
All right. Truth. I believe that one. Why is it so urgent you couldn't wait until morning?,1
A key piece of the ship has been destroyed... and our only hope to reconstruct it is if one of your photographs shows us what it looked like.,2
Lie. That's one. Keep going.,0
Some.,0
Friends from Cornell...,0
Myself... and a few other friends of Zephram's.,0
We?,0
We're trying to repair Doctor Cochrane's ship. It's been damaged and --,0
"Okay, let's hear it. I'm sure you have a great explanation for why those rocket photos are so important you broke into my house.",1
Don't flatter yourself. I take pictures of a lot of junk.,0
I'd say you already have.,0
"Too bad.  Besides, it'll give you all night to think up a new set of lies.",0
It can't wait until tomorrow...,0
I'm sure it is. But it'll have to wait until tomorrow.,1
Ruby... I need to talk to you about those photographs. It's very important.,2
How did you know about that?,0
No... not like you and Doctor Crusher used to be.,0
Were the two of you... involved?,0
Are you always sucha good judge of character?,1
You're not someone who lies very easily... so it's obvious when you do... at least to me.,1
What makes you say that?,0
You're lying.,0
What?,0
'Fraid not.,0
I'm an old friend... I met him when he was doing his undergraduate work at Cornell back in --,0
Trade. Okay. The photographs... for a straight answer.  Who are you? And how do you know Zephram?,0
"No... but sometimes I feel that way.  What I meant was, I'd be willing to trade for the photographs.",0
"You'd have to try real hard. No one's used currency in over ten years. What are you, from another planet?",0
I can try.,0
"""Money."" So you can get dome money...",0
Did you take any other pictures of the rocket?,0
"Bed sheets.  I used my last set of bed sheets to make those prints. Not the best material, but I haven't seen a clean piece of paper in five years.",0
Yes... I wanted to ask you about some photographs I saw out at the silo. There were three of them... printed on some kind of fabric.,0
Did you need something?,0
I'm very sorry.,1
Yes... and I only had enough silver halide for one shot. So you're lucky you didn't screw it up.,1
Cochrane?,0
Thank God this plate was already fixed.,0
"Ah... yes... but, I didn't realize that --",0
"What are you, an idiot? Didn't you see the red light was on?",0
"Yes, he is.",1
Take care of him. He's a very special man.,1
Track their weapons fire.,0
We have to follow them back... repair whatever damage they've done to that time-line.,0
Life signs?,0
On screen.,0
Signal the Endeavor to fall back. We'll cover them.,0
Onscreen.,0
Incoming transmission from Starfleet Command. Admiral Hayes.,0
"Aye, sir.",0
"Worf, have Doctor Crusher, Mister La Forge and a security team meet me in Transporter Room Three. Civilian clothes.",0
Fire!,0
Target locked!,0
Go to manual.,0
Phasers are off-line... we have two quantum torpedoes left. But the computer targeting system has been destroyed.,0
"Intercept course, full impulse.  Weapons status?",0
"Captain, I've found the Borg Sphere. It's on the far side of the planet...firing at the surface.",0
Steady as she goes.,0
Hull integrity down to thirty percent...,0
"Data, set a course for that vortex.",0
"Captain, there are five Borg ships closing in on our position.",0
"Aye, sir.",0
"Time travel... they're attempting time travel...  Full power, Mister Data. Worf, quantum torpedoes at my command!",0
Fire.,0
"Port battery, ready sir!",0
"No, sir.",0
Unless you'd like to stay.,0
"Yes, sir. But Captain... are we... all going back?",0
Then make it so. Have you determined how to recreate the temporal vortex?,0
"Yes, sir.",0
Return to our own time?,0
I'll keep in contact. You have the Bridge.,0
"Good luck, sir.",0
"Normally, I would agree. But in this case, the mission requires a certain knowledge of 21st century history. You're many things, Number One, but you're not much of an historian.",0
"And if they succeed, humans won't make First Contact with the Vulcans tomorrow.  As First Officer I should be the one beaming down...",0
"In twenty-four hours, Zephram Cochrane is supposed to conduct the very first warp test... from a missile silo in Montana. If I'm right, the Borg were trying to change the course of human history by killing him or destroying his ship.",2
Captain?,0
Can't tell. Long-range bio- sensors are off-line.,0
Life signs?,0
Looks like they damaged the silo...,0
On screen.,0
We're still in Earth orbit.,0
Report.,0
They did it... they assimilated Earth.,0
They must've done it in the past... they went back and changed history...,1
Worf... torpedo... now!,0
We're caught in some kind of energy wake from the vortex...,0
Nothing.,0
Emergency override!,0
We've lost Bridge control!,0
Report!,0
Understood!,0
Worf! I'm going to need at least five minutes!,0
I'll keep that in mind.,0
"And Commander, whatever you do... do <U>not</U> vomit in your exo-suit. It would be... unpleasant.",0
Right.,0
Try not to look at the stars... keep your eyes on the ship.,0
Just a little queasy...,0
Are you alright?,0
The Borg will undoubtedly attack. Set phasers to rotating modulation.,1
I guess I'd better get it right the first time.,0
You will have to realign the targeting array of the quantum torpedo... and reprogram the warhead for the localized detonation.  There's only one torpedo left...,1
Destroy the deflector dish.,0
Agreed. Options?,0
We have to stop them from sending that message.,0
They're converting the deflector dish into an antennae...,0
They're connecting the conduits to subspace communications...,0
Computer -- thermal enhancement.,0
They're re-routing the deflector power conduits...,0
They appear to be modifying the deflector dish.,0
What are they doing?,0
"We have to cover both possibilities.  We'll take care of the Bridge. Worf, take your men and seal off Main Engineering. Turn it into a fortress -- nothing gets in.",0
"To control the Enterprise, they'll have to gain access to one of two locations. Main Engineering... or the Bridge.",0
We'll have to assume they've been assimilated into the Collective.,0
We saw at least thirty...and there are twenty-two Enterprise crewmembers reported missing... including Commander Data.,0
It appears that someone has taken over the Environmental Control Room.,0
"What the hell is happening, Worf?",1
What?,0
A ship-wide decompression has been initiated!,0
Assign another team if you need to. I want to re-establish communication with the Captain as soon as possible.,0
"I have assigned two damage control teams to locate the source of our communication problems. So far, they've had no success.",0
Incoming message from the Starship Intrepid. Admiral Hayes.,0
"Casualties are light, Captain. Minor buckling on the port nacelle. Nothing serious.",0
Hold that thought.,0
I think Mister Worf is suggesting that we go outside for a little stroll...,1
I remember it made me sick.,0
Deflector dish... why the deflector dish...?,0
Where the hell are they going?,0
All right... we've lost control of eight decks... three Cargo Bays... one Shuttlebay.,0
"Mister Worf... find Data if you can, but your top priority is isolating the Borg.",1
The Borg.  Some of them must've beamed over before we destroyed their ship.  Seal off that entire deck with emergency force fields.,1
Report.,0
Commander... we have a problem.,0
"Something is very wrong, Commander. We're falling back.",2
Worf to Bridge. We're about to enter the Environmental Control Room.,0
There's a dampening field in place on this deck. Our tricorders are useless.,0
Worf to Bridge.,0
What kind of message?,0
"Data's positronic net contains classified information on the Enterprise. Command codes, security protocols...",0
There were no planetary defense systems in this era. Their weapons were designed to fight each other... not extraterrestrials.,0
Target...,0
No response.  I'm not reading any Starfleet com traffic in this entire sector.,0
"The longer we wait, the less accessible the hostages will be, Mr. President.",0
Mr. President we cannot allow Federation citizens to be abducted.,0
Mr. President.,0
That's the question -,0
Or not to be -,0
"We WERE beginning to hit our stride together, doctor...",0
"Pity they're retiring us just as I was starting to understand you, Spock...",0
"Thank you, nurse. Jim, she's ready! Lock and load!",0
"Calm yourself, doctor, the operation is almost complete...",1
We DO sleep lying down.,0
"Spock, that was actually funny.",0
Vulcans sleep lying down...,0
Bet you wish you'd stood in bed...,0
Fascinating...,0
"You may need assistance, doctor...",0
I'm going to perform surgery on a torpedo - you never know...,1
The charge is murder.,1
I believe the operation is over.,1
I'm going too. They may need a doctor.,0
"Good luck, Captain.",0
To be -,0
And the good news is they're not going to prosecute.,1
"Time we got underway ourselves, gentlemen.  Once again, we've saved civilization as we know it.",0
Come on...,0
ABSOLUTELY NOT!,1
Killed trying to escape - it's a classic...,0
Damned clever if you ask me...,0
She didn't need our help getting anywhere... where did she get these convenient clothes? And don't tell me that flare is standard prison issue...,1
ARE YOU CRAZY?,0
Spock's looking for us...,0
If they're even looking for us...,0
Once we're beyond the shield they should be able to pick it up two sectors away.,0
That cunning little Vulcan...,0
It's the viridium patch Spock slapped on my back right before we went aboard Gorkon's ship.,0
No way.  You see this?,0
"Jim, leave me - I'm finished...",0
Don't remind me.,0
What kind of creature is this? Last night you two were spooning -,1
More than ever.,0
Still think we're finished?,0
"What is it with you, anyway?",1
"Well, if you've got any bright ideas, now's the time to -",0
Uh uh. Somebody felt much worse. And I'm starting to understand why.,0
"Well, don't be too hard on yourself - we all felt exactly the same -",0
No more neutral zone. I was USED to hating Klingons... that's why I failed in our assignment.  It never even occurred to me to take Gorkon at his word. Spock was right.,1
Specifically of...?,0
"Some people ARE afraid of the future; of what MIGHT happen;  I was frightened, really frightened.",0
Are we playing multiple choice?,0
I didn't mean this future.,0
That was the general idea I intended to convey.,0
"Bones, are you afraid of the future?",0
- <U>Kobayashi Maru</U>...,0
Speak for yourself. One day... one night...,0
We're not finished.,0
Three months till retirement. What a way to finish.,0
Suppose HE'S holding a grudge?,0
"Bones, why don't you see what you can do? Let them know we're not holding a grudge.",0
We've been set up all along.,0
Figures.,0
What's the Brotherhood of Aliens?,0
Thanks...,0
"Chancellor Gorkon, can you hear me? Chancellor...?",0
No!,0
"Jim, I don't even know his anatomy.",0
Can you - ?,0
Sweet Jesus...! He's lost a lot of whatever this stuff is...,1
I wish I knew. Uhura?,0
What the Hell's going on?,0
"You heard the order, Lieutenant.",0
"Uh, Jim...",0
They don't arrest people for having feelings.,0
Too bad we can't SMELL her.,0
This is fun...,1
Now there's a poser.,0
"Starfleet's killed an awful lot of natural phenomena in the name of ""exploration""...",0
And perhaps with a large step or two. Like a peace treaty.,0
The Chancellor herself will testify that the defendant's hands shook.,0
I tried to save him! I was desperate to save him! He was the last best hope in the universe for real peace.,0
You were incompetent! - whether deliberately or as a result of age combined with drink this court will determine.,0
I was nervous -,0
You say you are due for retirement. May I ask: do your hands shake?,0
I didn't have the knowledge of Klingon anatomy I needed.,0
"Have you saved patients as ""barely"" alive as he was?",0
Barely.,0
Was Chancellor Gorkon alive when you first examined him?,0
"Ah. I believe you also consumed Romulan ale at the officers' mess on the night of question, Doctor?",0
Retire.,0
Stand...?,0
For 27 years I have been Ship's Surgeon and later Chief Medical Officer aboard the USS Enterprise. In three months I'm due to stand down.,0
"Aside from a touch of arthritis, I'd say pretty good.",0
"Doctor McCoy, what is your current medical status?",1
Then let me help!,0
We were until your torpedoes!,0
Are you carrying a surgeon?,0
"I thought I would assume a pleasing shape.  We're outside the shield. Now it's your turn, Kirk.",0
I don't wonder. Stop me if I'm wrong but do we really have any way of knowing if this is the real you?,1
It takes a lot of effort.,0
That's a comfort...,0
They'll respect him now...,0
I don't mind. Smuggling. Guilty. I come from Arc. Smuggling is an ancient and respected trade there.,1
"What are you in for, if you don't mind me asking?",0
They'll make it look like an accident...,0
I don't believe we can get more out of the way than this.,0
"Your honors, the State rests.",0
As Captain I am responsible for the conduct of the crew under my command.,0
So if it should prove members of your crew did in fact carry out such an assassination - ?,1
I am.,0
"Captain Kirk, are you aware that under Federation law, the Captain of a Starship is considered responsible for the actions of his men?",1
I cannot confirm or deny actions which I did not witness.,0
You deny that your men beamed aboard KRONOS One and shot the Chancellor?,0
"Well, I -",0
You deny Enterprise fired on KRONOS One?,0
And you were obeying or disobeying orders the night you arranged the assassination of Chancellor Gorkon?,0
I have on occasion disobeyed orders.,0
For insubordination.,0
Yes.,0
You were demoted...,0
Those words WERE spoken by me.,0
"Louder, please. We cannot hear you.",0
Yes...,0
Spoken by you?,0
Yes.,0
Are those your words?,0
"That, either as an instrument of Federation policy or acting on your own drunken initiative, you and your fellow conspirators crippled KRONOS One and cold-bloodedly assassinated the Chancellor of the High Council. Then you and Doctor McCoy went aboard to make certain the job was complete.",0
That isn't true...!,0
"And now we come to the architect of this tragic affair, Captain James Tiberius Kirk. I put it to you, Captain, that you were seeking revenge for the death of your son.",0
That we fired two photon torpedoes. But -,0
And what did they tell you?,0
"I checked the data banks, yes.",0
Did you have occasion to refer to your ship's data banks during that night?,0
There... were no other ships in the sector.,0
"And you still maintain your ship did not fire on Kronos One? Would you have known if she had? Come now, Captain. The record clearly there were no other ships in the sector.",1
The drink WAS served...,0
"Isn't it a fact that you served Romulan ale, a beverage illegal in the Federation because of its overwhelming potency?",0
What?,0
Take them away.,0
He just tried to save him!,0
"Under article 184 of Interstellar Law, I place you both under arrest. You are charged with assassinating the Chancellor of the High Council.",0
How can I trust --,0
He's a DOCTOR!,0
"You crippled our gravitational field with a direst torpedo hit, and two Starfleet crewmen beamed aboard in magnetic boots and did this! WE HAVE WITNESSES!",0
WHAT HAPPENED?,0
You feign ignorance?,0
"My God, what happened here?",0
I beg your pardon?,0
"""To be or not to be, that is the question"" which preoccupies our people, Captain Kirk. We need BREATHING room...",1
Very much.,1
Would you care to go topside?,0
I'm not sure how to take that.,0
"I've always wanted to meet you, Captain.",1
Second star to the right - and straight on till morning...,0
"Mr. Chekov, slow down. Take us forward, thrusters only, one quarter impulse power.",1
"Mr. Chekov, take us forward, thrusters only, one half impulse power...",1
Shields. Battle stations.,0
"Then all we've got is a neutron radiation surge - and by the time we're close enough to record it, we're ashes...",1
She's here - somewhere.,0
She's only a cog in the wheel - no way she knows that.,1
Who else?,0
First rule of assassination: always kill the assassins.,1
Torpedo bay! DID we fire those torpedoes?,0
"Uhura, monitor!",0
I know what you mean...,0
"Full diplomatic courtesy, Mr. Chekov...",0
Captain Sulu... on assignment... anyone seen Spock?,0
"You must have cursed yourself, for having programmed our data banks, Lieutenant. Only they revealed something wrong aboard Enterprise.",2
"Quite right, Mr. Chekov. What is now required is a feat of linguistic legerdemain - and a degree of intrepidity. Before the Captain and Doctor McCoy freeze to death.",2
Now we expand our search to include uniforms.,0
This is the first evidence that corroborates our theory.,1
Klingon blood.,0
"You tell them, Lieutenant.",0
"You're forgetting something.  the data banks say WE fired. If we did, the killers are here; if we didn't, whoever altered the data banks is here. Either way, what we're searching for is here...",2
They're preparing to fire.,0
We must do this again soon.,1
Starfleet's been charting and cataloging planetary atmospheres. All vessels are equipped with chemical analytic sensors...,0
"Chancellor, may I present Commander Spock, whom I believe you know, Dr. Leonard McCoy, chief medical officer, Montgomery Scott, chief engineer...",0
We'll make arrangements to have you beamed aboard at 1930 hours.,0
"Uh, would you and your party care to dine this evening aboard Enterprise with my officers as guests of the United Federation of Planets?",0
Chancellor. We've been ordered to escort you through Federation space to your meeting place on Earth.,0
"Not me, idiot - HIM!",0
Kill him! He's the one!!,0
What took you so long?,0
I like it here...,0
Isn't it about time you became something else?,0
They'll be here...,0
Your friends are late...,0
Good enough for one - two would look suspicious... killed while attempting escape... now that's convincing for both.,0
An accident wasn't good enough...,0
"Give a girl a chance, Captain.",0
"I've heard of chameloids - ""Shapeshifters"" - I thought you were mythical.",0
Candidate for what?,0
I can't make it alone. You're the likeliest candidate to come to this god-forsaken place in months.,0
Possibly.,0
Getting outside the shield is easy. After that it's up to you to get us off the surface before we freeze. Can you?,1
Where do we come in?,0
I know how to get outside the shield.,0
It IS possible.,1
Except us.,0
Listen. No one has ever escaped from Rura Penthe.,0
There's gotta be a way out of this place...,0
"When whoever it is makes their move, you won't be here to ask if he's the one.",1
Anything else you want to tell me?,0
"That's not his knee.  Not everybody keeps their genitals in the same place, Captain.",0
Don't you know? Everyone on Rura Penthe is here for life.,1
How much time's left of your sentence?,0
"Of course not. Anyway, somebody up there wants you out of the way.",0
We didn't kill Gorkon.,0
We don't get many presidential assassins.,0
There's a reward for your death.,0
How did you know...?,0
Krandog aranty.,0
"Fraid not. It wouldn't fit him, anyway.",0
And your coat.,0
He's got it.,0
He wants your obedience to the Brotherhood of Aliens.,0
WHO ELSE...?,0
This is incredible -,1
"Aye, sir.",0
"Stand DOWN, Mr. Scott. All stop. That's an order.",0
"Captain, if --",0
Stand down your weapons.,0
Energize...,0
Maybe if their particles just got a wee bit mixed...,0
You hear that?,0
"Starfleet will be around long enough for me to convene a Court Martial on this ship, Lieutenant. Win, lose or draw it will be on your record.",0
"Who is ""US?""",1
"Uhura, signal our surrender.",0
"Mr. Chekov, anything unusual?",0
"Saavik, you know anything about a neutron energy surge?",0
I hope you're happy.,0
"Uhura, hailing frequencies. Right standard rudder, bring us alongside...",0
Only don't try putting words in my mouth.,1
"You piloted well out of spacedock, Lieutenant -",0
Right -,0
"Come on, Saavik, you COULD knock -",0
"I'm still in the chair, Lieutenant.",0
"Plot a course for Kronos, Lieutenant.",0
"Thank you. Lieutenant, one quarter impulse power...",0
As you were. Lieutenant...?,0
"Thank you, Captain Sulu.",0
When does this conference start?,0
"I'm telling you. Hang on.  How many of those things are there? Come on, Lieutenant, you're charged with murder...",0
I'm afraid we may need more than that. There's a Bird of Prey on the lookout for us. And she can fire while she's cloaked.,0
"Bless you, Sulu.  Where's the peace conference? They're going to attempt another assassination.",0
"You understand that by even talking to us, you're violating regulations, Captain.",0
Sulu!,0
... is to trust him.,1
The only way to find out if a man's trustworthy...,1
Gorkon thought the undiscovered country might mean something else - another kin of life. People can be very frightened of change. I know I was.,1
I always assumed Hamlet meant death.,1
"But we haven't run out of history just yet.  Your father quoted Hamlet: he called the future - ""the undiscovered country""...",0
"Probably trying to figure out why we're reversing, wondering if we detect her.",0
What's she waiting for?,0
Make ourselves a target?,0
"Captain, perhaps we're going about this the wrong way; our job is to get to the conference; HER job will be to stop us.",1
Not yet... Section 4236...,0
Close enough to beam down?,0
"Spock, you want to know something?",0
But I am not human. I am only -,1
Not for the actions of another. No one is responsible for any actions but his own. Human beings -,1
I SHOULD have been -,0
"Someone said the difference between comic and cosmic is the letter ""S."" You haven't outlived your usefulness - to me. And you are not responsible just because she is also Vulcan -",2
Can we two have grown so old and inflexible that we have outlived our usefulness?  Would that constitute a joke?,0
Gorkon had to die before I understood how prejudiced I was...,0
I was PREJUDUCED by those achievements.,0
You couldn't have known she was listening the night I dictated that entry into my log. You were proud of her achievements as a Vulcan.,0
I too was blind. I knew about HER - and I did nothing. I trusted too much.,0
I was blind. I couldn't see past the death of my son. I couldn't trust.,0
"The night is young. Anyway, it was logical.  You know, you're a great one for logic. I'm a great one for  rushing in where angels fear to tread. We're both extremists. Reality is probably somewhere in between us.",2
You were right: it was arrogant presumption that got us into this situation. You might have died.,0
Are you dining on worms?,0
The Commander is an old friend of yours.,1
Why would they give them to us?,0
"I've been dead before. Uhura, raise Excelsior. She ought to have the co-ordinates.",0
Azetbur has agreed to meet the Federation at a undisclosed location to continue her father's work... the conspirators obviously intend to try again...,0
What peace conference?,0
The peace conference.,0
"So, that's it..",0
The Klingons have a new weapon: a Bird of Prey that can fire while cloaked. She torpedoed Gorkon's ship.,0
He was just about to explain the whole damn -,0
Captain...,0
Perhaps you're right.,0
I'M going. You are going to be responsible for getting me out of this. Meantime we're not going to be the instigators of a full-scale war on the eve of universal peace.,0
I am responsible for involving you in this. I will go.,0
"According to the data bank, we HAVE - twice...",0
We HAVEN'T fired -,0
We've fired on the Chancellor's ship -,0
What the -,0
From Enterprise?,0
